withdrawal of the insulin therapy	8
inmunohistochemistry staining	5
ocular samples	2
Leishmania	1
Bone marrow cytology	2
numerous macrophages with intracytoplasmatic Leishmania	6
Polymerase chain reaction	5
bone marrow	2
systemic treatment	2
ocular and visceral leishmaniasis	6
intracellular compartments where viral components concentrate	9
Genome replication	9
assembly of viruses	8
increasing the efficiency of the processes	8
perinuclear or cytoplasmic foci	9
recruit specific cell organelles	9
interactions and signalling events between viral and cell factors	9
formation of the viral factory	8
Mitochondria	1
formation of viral factories	8
cytoskeletal components	9
cytoplasmic membranes	9
viral factories	4
viral factories	4
viral factories	4
air travel	7
conduit for infectious disease spread	6
emerging infections	6
pandemics	0
characterization of the airplane cabin microbiome	8
these risks	2
rRNA sequencing	2
environmental samples on ten transcontinental US flights	5
human skin	1
bacterial communities	2
oral commensals	6
environmental generalist bacteria	1
general anesthesia in infants	5
perioperative complications	2
cardiac arrest	6
anesthetic agents	2
neurocognitive outcomes	2
general anesthesia	2
urologic surgery	6
infant	1
severe perioperative complications	2
spinal anesthesia	2
alternative to general anesthesia	2
etiologic factors	6
alpha 1,3- linked mannose	8
Posttranslational modification of yeast glycoproteins	8
Golgi compartment	9
synthesis posttranslational modification and localization	9
yeast alpha 1,3 mannosyltransferase Mnn1p	8
antibodies	2
synthesis posttranslational modification and localization	9
segment of this protein expressed in bacteria	9
protein transport to the Golgi complex	8
slow incremental increase in molecular mass	5
Self modification of Mnn1p	5
incremental increase in molecular mass	5
alpha 1,3 mannose epitopes	8
Self modification of Mnn1p	5
sucrose gradient fractionation	5
colocalizes with guanosine diphosphatase	9
Mnn1p	0
clathrin	9
localization of Golgi proteins	8
localized to the Golgi complex	8
mutant Mnn1p that lacks the NH2-terminal cytoplasmic tail	8
JNK inhibitor SP600125	9
suppression of CVPE induced apoptosis	8
MAP kinase pathway	9
apoptosis	1
JNK signaling pathway	9
Endocytosis inhibitors	9
negated apoptosis induction by CIVUV CIVXS or CVPE	9
bafilomycin	0
negated apoptosis induction by CIVUV CIVXS or CVPE	9
ammonium chloride	1
negated apoptosis induction by CIVUV CIVXS or CVPE	9
design and development of effective antiviral drugs	8
Inhibitors	1
enteroviruses	4
rhinoviruses	4
human common colds	0
CIV	1
apoptosis induction	9
High CIV doses	0
UV irradiated virus	9
CVPE	0
CIV doses	0
CIVUV	0
CIVXS	0
Choristoneura fumiferana IPRI CF-124 T cells	3
UV irradiated virus	9
Choristoneura fumiferana IPRI CF-124 T cells	3
Choristoneura fumiferana IPRI CF-124 T cells	3
Choristoneura fumiferana IPRI CF-124 T cells	3
Choristoneura fumiferana IPRI CF-124 T cells	3
CIV doses	0
Choristoneura fumiferana IPRI CF-124 T cells	3
caspase inhibitor	9
CIV induced apoptosis	9
infectious CIV	6
induced apoptosis	9
filter sampling	0
airborne viral and bacterial concentrations	6
protein‐immobilization strategies	5
protein biochips	5
assay and analysis platforms	2
biomedical and biotechnological research	5
proteomics and biomarker research	5
drug development	2
mathematical modeling	2
coronavirus dynamics	4
numerical simulations	2
scenarios of COVID-19 in Brazil	8
data from China Italy Iran and Brazil	0
calibrating system parameters	5
model verification	8
governmental and individual actions	7
critical situations related to the pandemic	8
190-nucleotide nt packaging signal PS	9
direct genome RNA packaging	9
Infectious diseases	6
parasites	6
infectious agents	6
epidemics	0
infect humans	6
zoonotic infections	6
transmit easily from human to human	0
HIV infection	6
endemic infectious diseases in humans	6
Acute exacerbations of underlying COPD	8
respiratory deterioration	6
admission to hospital	7
acute exacerbations	6
inhaled bronchodilators	2
improve airway obstruction	7
corticosteroids	1
treatment failures	2
speed recovery	0
non invasive positive pressure ventilation	5
acute ventilatory failure	6
antibiotics	1
severe patients	1
study the distribution and localization	8
porcine reproductive and respiratory syndrome virus PRRSV	4
Immunohistochemical viral and bacterial isolation techniques	2
Immunohistochemical viral and bacterial isolation techniques	2
porcine reproductive and respiratory syndrome virus PRRSV	4
immunohistochemistry	2
virological techniques	2
virus isolation and virus serology	4
PRRSV	4
pigs	1
nested RT PCR assay	9
Molecular analysis	2
nested RT PCR assay	9
targeting the L gene of FeMV	8
urine	1
blood	1
kidney	1
nested RT PCR assay	9
nested RT PCR assay	9
nested RT PCR assay	9
S1 ELISA	0
evaluate PEDV colostral immunity	4
release of infectious virus particles	8
infect new cells	7
interaction between the virus and a host cell	8
replication	1
RNA interference RNAi	9
selectively degrade messenger RNA mRNA expression	9
RNA interference RNAi	9
drug target validation	5
RNA interference RNAi	9
study of functional genomics	8
selectively degrade messenger RNA mRNA expression	9
selectively degrade messenger RNA mRNA expression	9
targeted self assembled nanoparticles	5
cancer therapy	2
synthetic siRNA	9
delivery strategies	2
immune dysfunction	2
multifactorial pathogenesis	2
Kaposi 's sarcoma KS	6
Kaposi 's sarcoma KS	6
genetic	1
development of KS	8
immunologic	2
environmental	1
HHV-8 infection	4
angiotensin converting enzyme inhibitors	2
KS pathogenesis	6
quinine analogues	5
angiotensin converting enzyme inhibitors	2
onset of the disease	8
genetic predisposition	2
modulating the pathogenesis	8
environmental factors	2
drug intake	2
lymph flow disorders	2
cofactors	2
Treatment guidelines	2
each form of KS	0
KS are	0
unique standard therapy	2
therapeutic options	2
patient ’s peculiar clinical conditions	2
CasRx	0
therapeutic applications	2
cleavage activity	9
targeting specificity	9
adeno associated virus via intravitreal injection	4
delivery of CasRx	9
knockdown Vegfa transcripts	9
reduce the area of laser induced choroidal neovascularization	8
age related macular degeneration	6
reduce the area of laser induced choroidal neovascularization	8
age related macular degeneration	6
age related macular degeneration	6
RNA targeting CRISPR system	9
in vivo gene therapy	5
deep reinforcement learning	5
computer aided diagnosis and therapy	5
medical big data	7
computer aided diagnosis and therapy	5
medical big data generated	7
second generation sequencing technology	5
diagnosis and treatment of pulmonary infectious diseases	6
second generation sequencing technology	5
rapid comprehensive and accurate identification of pathogens	8
choose timely and targeted treatment	7
deep reinforcement learning methods	5
identify pathogens for lung infection treatment	6
second generation sequencing technology	5
diagnose lung infection	6
second generation sequencing technology	5
second generation sequencing technology	5
diagnose and treat lung infection	6
medical Internet of Things	7
smart healthcare	7
big data	7
second generation sequencing technology	5
X box binding protein 1 XBP-1	9
unfolded protein response UPR	9
X box binding protein 1 XBP-1	9
plasma cell differentiation	3
XBP-1	9
cell virus interaction	9
transcriptional regulation of viruses	8
human T lymphotropic virus type 1 HTLV-1	4
transactivation domain of XBP-1S	9
XBP-1S has been identified within the	9
XBP-1S	9
transcriptional activation	9
overexpression of PCAF	9
XBP-1S mediated cellular	9
HTLV-1 transcription	4
knockdown of PCAF	9
XBP-1S mediated cellular	9
PCAF	0
PCAF is knocked down	9
Expression of endogenous XBP-1S cellular target genes such as BiP and CHOP	9
promoters of XBP-1S target genes in vivo	9
XBP-1S dependent transcription	9
XBP-1S.	8
XBP-1S dependent transcription	9
foreign policy and	7
diplomatic tools	7
public health goals	7
foreign policy	7
global health	7
health diplomacy approach	7
African migrants in China	7
trade	1
support for improved services for African migrants in China	7
public health	7
engage partners from a diversity of sectors	7
Supramolecular materials composed of proteins and peptides	5
drug delivery	5
supramolecular polypeptides	5
hemostasis	2
dentistry	1
this class of materials	5
Porcine deltacoronavirus PDCoV	4
diarrhea in nursing piglets	6
novel coronavirus	4
PDCoV	0
treatments	2
medium additives	2
isolated in swine testicular ST and LLC porcine kidney LLC PK cell cultures	0
isolated in swine testicular ST and LLC porcine kidney LLC PK cell cultures	0
PDCoV strain OH FD22 from intestinal contents of a diarrheic pig	4
biological and genetic characterization	2
cell culture isolation serial	2
serial propagation	0
cell culture isolation serial	2
cell culture isolation	2
cell culture isolation serial	2
assays	2
emergent PDCoV strains	4
diagnostic reagents	2
surveillance activities	7
determine the causes of morbidity and mortality	8
attempts to promote public health care surveillance	7
inform current debates	7
expand and improve surveillance	7
bacterial diseases	6
surveillance systems	7
complex diagnostic support	2
ministries of health and associated institutions	7
surveillance	1
public health care	7
push forward the surveillance agenda	8
analogs of amantadine	5
inhibitor of the M2 proton channel of influenza A virus	8
3-azatetracyclo[5.2.1.1(5,8).0(1,5)]undecane scaffold	5
electrode voltage clamp TEV assays	9
Inhibition of the wild type wt M2 channel	8
electrode voltage clamp TEV assays	9
amantadine resistant A M2-S31N	9
electrode voltage clamp TEV assays	9
A M2-S31N and A	0
novel compounds	2
inhibited the wt ion channel	9
submicromolar IC(50	0
inhibited the A M2 V27A mutant ion channel	9
inhibited the A M2 V27A mutant ion channel	9
submicromolar IC(50	0
influenza virus yield assays	4
antiviral activity	2
dual wt and A M2-V27A channels inhibitors	9
Hyperactivated cytokine response	3
CRCoV	0
canine infectious respiratory disease CIRD	6
predisposing to further and potentially more serious viral and bacterial infections	6
canine infectious respiratory disease CIRD	6
primary pathogen	1
canine infectious respiratory disease CIRD	6
serum antibodies	2
ELISA	1
test for the presence of antibodies to CRCoV in canine serum samples	8
identified seropositive dogs	6
CRCoV antigen	0
immunofluorescence assay	5
coronaviruses SARS CoV-2	4
pandemic	1
coronaviruses SARS CoV-2	4
coronaviruses SARS CoV-2	4
morbidity	1
drug repurposing	5
treat millions of infected patients at low costs	8
Hydroxychloroquine	6
antiviral effect in vitro	2
combination of hydroxychloroquine and azithromycin	5
SARS CoV-2	4
Mathematical models	2
dynamics of nosocomial infections	8
evaluate the effect of infection control measures	8
Prevention and control	7
Healthcare Associated Infections HAIs	6
individual based and stochastic approach	5
investigate MRSA outbreaks in a hospital ward	7
computer simulation	2
analyze the dynamics of the system associated with the spread of the infection	8
carry out studies on space and personnel management	7
immunoperoxidase technique	5
detection of virus induced antigens	8
TGEV infected cells	9
M antigen of TGEV	4
surface of infected cells	8
M protein of murine hepatitis coronavirus	4
migrates to the Golgi apparatus	8
prevention and control measures	7
control measures were undertaken to control and eliminate	7
outbreak of severe acute respiratory syndrome SARS	4
public education campaign	7
educate Singaporeans on SARS and adoption of appropriate behaviours	7
prevent the spread of the disease	8
MERS CoV	0
confirmed cases worldwide	6
patients with comorbid conditions	2
severe infection	6
multiple sclerosis MS	6
autoimmune mechanism	2
multiple sclerosis MS	6
the present	0
paramyxoviruses	4
MS	1
canine distemper	5
testing in the microbiology laboratory	8
cost of clinical care	8
costs related to antimicrobial agents and infection control practices	6
utilization management interventions	7
clinical microbiology	6
volume of tests performed in the laboratory	8
downstream costs of care	8
infect multiple host species	6
emerging infectious disease outbreaks in humans and wildlife	6
ecologic and evolutionary factors	2
constrain or facilitate such emergences	7
possible configurations of a multihost pathogen community	8
disease emergence	6
conceptual framework	2
possible configurations of a multihost pathogen community	8
pathogen 's between- and within species transmission rates	6
this framework	0
ecologic factors affect disease emergence	6
predict the impact of host shifts in a range of disease systems	8
genetic therapeutic advancements	2
retinal degenerations IRDs	6
accurate genetic diagnostic	2
gene therapy	5
genetic treatment	2
assessment of the probability that a given DNA variant is pathogenic	8
Genetic diagnostics	2
identification of candidate non coding pathogenic variants and their functional validation	8
advancements in genetic therapeutics	5
greater number of patients	8
bovine neutrophils and macrophages	2
produce extracellular traps	2
Mannheimia haemolytica	6
Histophilus somni	6
respiratory reproductive cardiac and neuronal diseases in cattle	6
Haemophilus somnus	6
respiratory reproductive cardiac and neuronal diseases in cattle	6
pleomorphic coccobacillus	6
respiratory reproductive cardiac and neuronal diseases in cattle	6
outer membrane vesicles	9
Neutrophil extracellular traps were produced	3
bovine neutrophils	1
extracellular trap production	9
release of lactate dehydrogenase	8
necrosis	1
DNase I	9
Treatment of DNA extracellular traps	5
E3 region of all simian and human types	4
encodes two unique highly conserved ORFs	8
HAdV-3 mutant	4
encoding small epitope tags at the N termini of both E3-CR1β and E3-CR1γ	8
SARS CoV lacking the full length E gene SARS CoV-∆E	8
mutant virus regained fitness after serial passages	9
partial duplication of the membrane gene	8
insertion of a new sequence in gene 8a	9
chimeric proteins generated in cell culture	9
increased virus fitness in vitro	9
incorporated a mutated variant of 8a protein	9
reversion to a virulent phenotype	8
SARS CoV-∆E	0
the virus	8
full length E protein was deleted or its PDZ binding motif PBM was mutated	9
revertant viruses either incorporated a novel chimeric protein with a PBM or restored the sequence of the PBM on the E protein	8
SARS CoV-∆E protein 8a	4
mutated to now encode a PBM	0
PBM on a transmembrane protein	9
compensate for removal of this motif from the E protein	8
small attenuating deletions in E gene	9
increase the genetic stability of the vaccine candidate	8
preventing the incorporation of novel chimeric proteins in the virus genome	8
attenuating mutations	2
increase vaccine biosafety	7
nsp1 protein	9
Deletions in the carboxy terminal region of nsp1 protein	8
host interferon responses	3
Deletions in the carboxy terminal region of nsp1 protein	8
virus attenuation	4
safe and stable vaccine candidates	5
protection against SARS CoV.	8
these viruses	4
protected mice against challenge with the lethal parental virus	8
protection against SARS CoV.	8
carbonyl oxygens and amide H(+)s	8
H bonding pattern	2
H bonding potential	2
overcoordination between two donors and one acceptor	5
density functional theory DFT calculations	5
measured the strength of such bifurcated H bonds in a transmembrane α helix	8
isotope edited Fourier transform infrared measurements	5
measured the strength of such bifurcated H bonds in a transmembrane α helix	8
Frequency shifts of the 13)C=(18)O amide I mode	8
reporter of the strength of the bifurcated H bond from a thiol and hydroxyl H(+ at residue i 4	8
strength of the intrahelical bifurcated H bond	8
side chain rotamer distribution	5
Toroviruses	4
enteric disease in cattle	6
torovirus	4
veterinary and clinical relevance	2
recombination events involving hitherto unknown toroviruses	4
PToV and BToV variants carried chimeric HE genes	4
JHM isolates with two copies of UCUAA in their leader RNA	9
high level of HE expression	8
JHM isolates	2
low level expression	9
mutations and deletions within the coding region of the MHV-1 HE gene	8
stretch of sequence which resembled the transcriptional initiation motif	8
initiate the synthesis of a novel smaller mRNA	8
interactions between leader RNA and transcriptional initiation sequences	9
regulate MHV subgenomic mRNA transcription	4
HE	0
bovine coronavirus	4
drug response variables	2
outcomes of fungal infections	6
slow growth of subpopulations of cells that overcome drug stress	8
tolerance	1
correlates inversely with the accumulation of intracellular drug	8
adjuvant drugs used together with fluconazole	6
reduce tolerance	2
Hsp90	9
inhibitors of major stress response hubs	9
calcineurin	9
PKC1	9
TOR	0
adjuvant combination therapy	2
treating highly tolerant isolates	5
fluconazole	6
measuring tolerance	2
clinical parameter	2
therapeutic strategies	2
persistent clinical candidemia	6
learning from the entire Chinese epidemiological dynamics	8
predict peaks of new daily infections and total cases	6
artificial neural network model	5
forecast epidemic curve	0
susceptible exposed infected removed SEIR compartment model	0
predict the spreading and peaks	8
Covid19 Chinese data	0
modified auto encoder	0
fitting the exponential growth rate of the infection	8
estimated the basic reproduction number R0	8
day by day assessment based on single observations	5
estimated the basic reproduction number R0	8
Training neural networks on Chinese data	5
forecast Italian spreading of Covid19	8
Feline infectious peritonitis virus FIPV	4
fatal systemic disease	6
inappropriate immune response	3
vaccination	1
FIPV	0
IgG antibodies against the surface protein	8
enhance the infection	8
poxvirus vectors vaccinia WR and canarypox	4
expressing only the FIPV membrane M protein	8
poxvirus vectors vaccinia WR and canarypox	4
elicit a partially protective immunity	3
construction	0
modified vaccinia virus Ankara MVA	4
modified vaccinia virus Ankara MVA	4
expression vector for the FIPV M protein	8
Speed Oligo Novel Influenza A H1N1	4
detection of the 2009 influenza A H1N1 virus	8
oligochromatographic assay	5
PCR method coupled to detection of PCR products	8
The assay	8
dipstick device	5
serial dilutions of a plasmid	9
analytical sensitivity of the new assay	8
103 RNAs from suspected cases	2
Diagnostic performance	2
real time PCR technique	5
assay	1
detection of 2009 H1N1 virus in laboratories not equipped with real time PCR instruments	4
the recombinant	0
Th1 Th2 balance	3
recombinant MVA M	9
Th1 Th2 balance	3
evaluated in the murine model	8
recombinant MVA M	9
The vaccine	8
tested in cats	2
evaluate its efficacy in an FIPV 79 1146 challenge	4
evaluate its efficacy in an FIPV 79 1146 challenge	4
poxviral promoter	4
induce an effective immune response against FIPV	3
immunization	1
Vaccinated kittens developed FIPV specific antibodies	4
point of care PoC device	2
detection of the 2019 novel Coronavirus SARS CoV-2	4
2019 novel coronavirus disease COVID-19	4
pneumonia outbreak	6
Cyclophilins	9
catalyse the interconversion of the peptide bond at proline residues	8
cyclophilins	9
life cycle of a number of viruses	4
cyclosporine A	2
cyclophilin inhibitors	5
sanglifehrin A	5
side effects	2
drug drug interactions	2
manufacturing issues	2
nucleic magnetic resonance	2
fragment based drug discovery approach	5
structure based compound optimization	5
fragment based drug discovery approach	5
X ray crystallography	5
fragment based drug discovery approach	5
fragment based drug discovery approach	5
generate a new family of non peptidic small molecule cyclophilin inhibitors	5
generate a new family of non peptidic small molecule cyclophilin inhibitors	5
in vitro PPIase inhibitory activity and antiviral activity	9
hepatitis C virus	6
human immunodeficiency virus	6
Viral ion channels	9
regulating virus replication	9
virus replication such as virus	9
modulating the electrochemical balance in the subcellular compartments of host cells	8
viral ion channel protein	9
drug target	2
infections of these organ systems	6
respiratory system	1
entry for micro organisms	6
upper respiratory tract infections	6
lower respiratory tract infections	6
Urinary tract infection	6
bladder infection	6
Invasion of the blood stream	8
breaches in the skin or mucous membranes	8
lung pathology	2
pneumococcal pneumonia can often be diagnosed	6
blood culture	2
bacteraemia	6
Infection of any organ system	6
typhoid	0
blood spread of organisms	8
Restricting cattle from surface water during periods of high shedding	7
reduce watershed contamination	7
Giardia	6
scours	0
repeated interspecies transmission events	6
reassortment between animal influenza strains	4
influenza pandemic	7
molecular factors	2
interspecies transmission	2
SARS CoV-2 infection	4
cycle threshold data	9
genome equivalents	2
viral load	4
Exact Wilcoxon Mann Whitney test	5
symptomatic versus asymptomatic infections	6
marine derived plants	2
anti infective agents	6
marine derived plants	2
antibacterial	1
marine derived plants	2
antifungal	1
marine derived plants	2
antiprotozoal	2
marine derived plants	2
antiviral activities	2
animals	2
anti infective agents	6
microbes	1
anti infective agents	6
anti infective agents	6
marine environment	7
bioactive compounds	2
Coronary artery disease in patients	5
severe cardiovascular complications	6
CD4(+)CD25(+ regulatory T cells Tregs	3
heart fibrosis in hypertension	7
immune cells	3
pathogenesis of cardiovascular diseases	8
angiotensin II	2
increased blood pressure	2
telemetry	0
apoptotic Treg numbers	3
flow cytometry	3
Tregs	1
coronary arteriolar endothelial dysfunction	5
macrophage activation infiltration	3
coronary arterioles	2
macrophage activation infiltration	3
heart	1
macrophage activation infiltration	3
local tumor necrosis factor α release	5
local tumor necrosis factor α release	5
reduced coronary arteriolar endothelial dependent relaxation	5
acetylcholine	1
reduced coronary arteriolar endothelial dependent relaxation	5
arteriograph	2
reduced macrophage activation and infiltration reduced	3
improved coronary arteriolar endothelium dependent relaxation	5
Hypertensive	1
reduced macrophage activation and infiltration	3
RNA virus families	4
condensation of nucleotide triphosphates	5
activity of a virally encoded RNA dependent polymerase	9
activity of a virally encoded RNA dependent polymerase	9
viral RNA dependent polymerase structure	9
replicating and transcribing the genetic material of RNA viruses	8
biochemistry and biophysics	2
Electron microscopy EM	2
investigating coronavirus ultrastructure	4
Electron microscopy EM	2
particle variability	2
porous support film	5
Electron cryomicroscopy cryo EM	9
specimen is adsorbed and flash frozen	0
support film	2
imaged without additional staining	2
replicate	1
host cell	9
cellular responses	2
infection	1
SGs	0
replicative cycle of certain viruses	4
PKR	0
phosphorylates the α subunit of eukaryotic translation initiation factor 2 eIF2α	8
phosphorylates the α subunit of eukaryotic translation initiation factor 2 eIF2α	8
global protein synthesis inhibition and formation of stress granules SGs	8
viral infection	6
cellular stress response	9
control strategies at the SG level	8
efficient replication cycle	0
Agents	2
viral protein 1 VP1	9
viral protein 1 VP1	9
mediating viral adsorption uncoating process	9
capsid structure	9
mediating viral adsorption uncoating process	9
3C protease	0
viral protein	9
antipicornavirus drugs	4
viral protein 1 VP1	9
diverse astroviruses in a majority of healthy pigs	4
continuous source of infection to piglets	8
evolution and ecology of the Astroviridae	8
SARS CoV-2 coronavirus	4
disease	1
develop	0
combat the emerging COVID-19 pandemic	8
whole virus	4
vaccine development	2
spike S protein	9
nucleocapsid N protein	9
membrane M protein	9
Vaxign reverse vaccinology tool and the	5
predict COVID-19 vaccine candidates	4
Vaxign reverse vaccinology tool	0
vaccine candidates	2
lack the induction of complete protection	8
have safety concerns	2
adhesins	9
viral adhering	9
host invasion	2
proteome of SARS CoV-2	4
predicted	1
six proteins	9
S protein	9
five non structural proteins	9
nsp3	9
3CL pro	0
nsp8 10	0
nsp8 proteins	9
high protective antigenicity	9
Vaxign ML to	0
coronavirus vaccine studies	4
nsp3 protein	9
further investigation	2
15 coronaviruses	4
infecting human and other animals	6
SARS CoV-2	4
MERS CoV	0
SARS CoV-2	4
MHC I and MHC II T cell epitopes	3
protein	1
linear B cell epitopes	3
MHC I and MHC II T cell epitopes	3
specific locations and functional domains of the protein	8
linear B cell epitopes	3
reverse vaccinology	4
vaccine targets	2
machine learning	5
COVID-19 vaccine development	4
SARS CoV-2	4
Surface glycoprotein	9
entry into host cell	9
nucleocapsid phosphoprotein	9
genome replication	9
Small interfering RNA	9
RNA siRNA is a	9
RNA siRNA is a	9
control of human viral infections	8
hybridization	1
suppressing viral gene expression	9
neutralization	1
target complementary mRNA	9
rigorous filtering process	0
8 siRNA molecules were selected	5
siRNAs	1
silence the genes of SARS CoV-2	8
siRNA mediated treatment	9
response against SARS CoV-2	4
silence the genes of SARS CoV-2	8
clinical treatment	2
ischemic encephalopathy	6
coronary heart disease	6
Danhong injection	0
fluorescence spectroscopy technology	5
BSA were studied	2
BSA were studied	2
syringin Syr	9
enhanced the fluorescence of BSA	8
Lineweaver Burk equation	5
data were analyzed	2
Molecular docking	5
natural components bind to serum albumin at the site I location	8
SaB	0
binding ability to BSA	9
multi components coexisting in DHI	0
components coexisting in DHI on the interaction between	8
SaB.	0
displacement of warfarin	8
DHI	0
mammals	1
SaB is released	0
natural components in DHI	2
SaB BSA system	0
new experiment	0
compatibility for Traditional Chinese Medicine	5
watery diarrhoea	6
newborn animals	2
high mortality	7
dehydration	1
epidemic diarrhoea of piglets	8
Plasmacytoid dendritic cells pDCs	3
source of IFN α β	8
these results	2
show	0
pDCs	1
detection of	2
defense against	0
The data	2
show differences in the responsiveness of pDCs	8
suggest distinct molecular requirements for pDC production of various cytokines	8
These observations	2
designing new antiviral vaccination	5
Contact tracing is the systematic method	8
identifying individuals potentially exposed to infectious diseases	7
Real time location systems	5
improve contact identification	7
2 contact tracing methodologies	5
evaluated	1
retrospective case study	5
to identify the contacts of confirmed pertussis cases	8
EMR and RTLS data	0
correlation between pertussis patient length of stay and the number of potential contacts	8
compare contacts identified by EMR versus RTLS	7
Descriptive statistics	2
paired t test α 0.05	8
Infections by mouse hepatitis viruses	4
Coronaviruses related to mouse hepatitis virus	4
express a hemagglutinin esterase surface glycoprotein	9
hydrolyses	2
5-N acetyl-4-O acetyl neuraminic acid	5
5-N acetyl-4-O acetyl neuraminic acid	5
express a hemagglutinin esterase surface glycoprotein	9
sialic acids	2
cellular receptor determinants for murine coronaviruses	4
Neu4,5Ac(2	0
liver	1
olfactory lobe	1
telencephalon	5
metencephalon	5
hippocampus	1
murine coronaviruses	4
CD8(+ cytotoxic T cell CTL responses	3
lysis of virally infected cells	8
CD8(+ cytotoxic T cell CTL responses	3
control of infection	8
TCRs	1
CTLs are activated	3
bind a major histocompatibility complex MHC)-I peptide complex on the surface of antigen presenting cells	8
viral antigens	4
effector and proliferative CD8(+ T cell responses	3
polarization of spleen derived Sp)-MΦ	3
Sp MΦ	0
MHC I surface expression	3
Sp MΦ	0
stimulate IFN γ production	3
CTL following peptide stimulation	3
stimulate IFN γ production	3
lymphocytic choriomeningitis virus infection	4
stimulate IFN γ production	3
wild boars	6
blood samples were collected	2
wild boar	6
reservoir of selected viruses	8
epidemiology of these diseases	6
SARS CoV	0
small interfering RNA	9
SARS CoV nucleocapsid N protein expression	4
expression vector of this siRNA	9
reduce N and EGFP expression	9
siRNA	1
prophylaxis and therapy of SARS CoV infection in human	8
identifying the intensity of interventions	8
control an epidemic	7
R	0
reproduction number for seasonal influenza	6
wide variation	0
uncertainty bounds for R	5
daily case notifications	7
estimate R	0
human CoV	1
common cold symptoms	6
zoonotic source of dromedary camels	4
MERS CoV	0
co circulating in Saudi Arabia dromedary camels	0
HCoV-229E	4
co circulating in Saudi Arabia dromedary camels	0
camel HKU23	0
co circulating in Saudi Arabia dromedary camels	0
Recombination	1
different novel genotypes	2
nasal swab samples	2
identified camel HKU23	0
Phylogenetic analysis	2
showed Nigeria camel HKU23 is distinct from those previously identified in Saudi Arabia while still genetically similar as they share a monophyletic origin	5
The recombination signal	8
suggesting a regional varied evolutionary history of camel HKU23	8
only observed in Nigeria camel HKU23	0
surveillance in other African camels	4
evolution of camel HKU23	8
simple ODE models	5
modeling the spread of emerging infectious diseases	8
model selection	2
estimating parameters	2
basic reproduction number	2
turning point	0
final size	2
data	2
Logistic	1
Gompertz	0
Rosenzweg	0
Richards models	2
Bayes factors are calculated	0
precise estimates of the best fitted model parameters	8
key epidemic characteristics	7
plausibility	1
C57BI/6	3
develop a late onset symptomatic demyelinating encephalomyelitis	6
surface S glycoprotein	9
C57BI/6 mice display a cytotoxic T cell CTL response	3
lymphocytes	1
brains	1
spinal cords	2
role of the N specific response	8
preventing the late onset disease	8
role of the N specific response	8
B10.A(18R mice	8
recombinant in the H-2 locus	8
role of the N specific response	8
develop the late onset symptomatic disease	8
these animals	2
exhibit a CTL response against the N protein	8
These mice contain the d alleles of the D and L loci	8
N specific response	1
protective against the development of the demyelinating disease	8
BioSampler	0
collected virus aerosols	4
water vapor condensation	5
a new air sampler	5
efficient sampling of viable airborne respiratory viruses	8
sampler	0
collection of natural virus aerosols	8
SKC BioSampler	0
maintaining virus viability	9
VIVAS	0
microbiology air quality tests related to the detection of viable airborne viruses	8
Venezuelan equine encephalitis virus VEEV	4
acute and fatal encephalitis	6
research aimed at characterizing the pathogenesis of viral encephalomyelitis	8
development of novel medical countermeasures	8
Ion Torrent PGM platform	5
RNA Seq data	9
activating transcription factor 4 ATF4	9
protein kinase RNA like endoplasmic reticulum kinase PERK arm of the UPR	8
CHOP DDIT3	0
protein kinase RNA like endoplasmic reticulum kinase PERK arm of the UPR	8
activating transcription factor 4 ATF4	9
the UPR	0
CHOP DDIT3	0
viral spread	4
targets neuronal tissue	1
significant and life threatening inflammation	6
combination of virus host interactions	8
significant and life threatening inflammation	6
next generation RNA sequencing	5
identify differential alterations in VEEV infected astrocytes	8
early growth response 1 EGR1	9
VEEV induced cell death	9
severe acute respiratory syndrome coronavirus 2 SARS CoV-2	4
outbreak of coronavirus disease 2019 COVID-19	8
T cells	3
antiviral immunity	3
increased funding	7
the search for a more effective vaccine	8
stockpiling possibly helpful antiviral drugs	6
effective infection control measures	7
curtail the spread of the virus in the early stages of an epidemic	8
hydrophobic molecules of the metabolome	8
a major part of the entire metabolome	8
complexity of the lipidome	8
different lipids	2
Different types of pathogens	8
interaction maps	2
visualization of differences between different types of pathogens	8
structural and signaling lipids	2
alter the cellular phenotype of the host cell	8
Fungal and parasitic pathogens	6
target predominantly the release of polyunsaturated fatty acids from the host cell lipidome	8
resulting in the generation of eicosanoids by either the host cell or the pathogen	8
alterations in lipid metabolites	8
eukaryotic pathogens	6
systemic inflammatory reactions	6
interference with lipid metabolites	5
understanding of the interplay between host pathogen interactions	8
generation of novel therapeutic drugs	5
lipid species	2
cellular physiology	2
Abstract p53 signaling pathway	9
regulation of cell cycle	8
TGEV infection	4
activation of p53 signaling pathway	8
induced cell cycle arrest at S and G2 M phases	9
Site specific proteases	9
removing the fusion tags from fused target proteins	8
NIa proteases from tobacco etch virus TEV and tomato vein mottling virus TVMV	9
process recombinant proteins	5
200 known viruses	4
millions of annual deaths worldwide	7
respiratory viral infections	6
the majority of licensed human vaccines	8
protection against infectious pathogens through the generation of specific immunoglobulin responses	8
costimulatory pathways	3
regulating T cell mediated immune responses	3
immunological adjuvants	2
enhance poxvirus based CD8(+ T cell vaccines	3
curing SARS CoV-2 infected patients	4
lopinavir	0
ritonavir	4
generate new chemical entities	5
